timestamp_utc,branch_id,checkpoint_id,valid_for_claim,claim_allowed,source_id,source_path,path_exists,required_needles,found_needles,needles_found,role
2026-06-21T00:15:40.592053+00:00,MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,2170,False,False,2168_doc,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\2168-Y5-R2FR-object-language-radial-cell-constraint-or-finite-ZRJR-intake.md,True,NEXT2168_0_2169;CBB2168_0_ZR,NEXT2168_0_2169;CBB2168_0_ZR,True,anti-loop source validation for importing the existing Q_R/Z_R/M_R2 chain into the 2169 frontier
2026-06-21T00:15:40.592636+00:00,MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,2170,False,False,2169_doc,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\2169-Y5-R2FR-finite-local-coefficient-bound-branch-setup.md,True,NEXT2169_0_2170;Q_R;Z_R,NEXT2169_0_2170;Q_R;Z_R,True,anti-loop source validation for importing the existing Q_R/Z_R/M_R2 chain into the 2169 frontier
2026-06-21T00:15:40.593077+00:00,MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,2170,False,False,2169_validation,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_BRR545_2169_VALIDATION.csv,True,"VAL2169_OVERALL,PASS","VAL2169_OVERALL,PASS",True,anti-loop source validation for importing the existing Q_R/Z_R/M_R2 chain into the 2169 frontier
2026-06-21T00:15:40.593495+00:00,MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,2170,False,False,2169_next,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_PARENT_QLOC_2169_NEXT_TARGET.csv,True,NEXT2169_0_2170,NEXT2169_0_2170,True,anti-loop source validation for importing the existing Q_R/Z_R/M_R2 chain into the 2169 frontier
2026-06-21T00:15:40.593957+00:00,MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,2170,False,False,1870_doc,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\1870-Y5-R2FR-QR-ZR-MR2-source-chain-first-fill-or-no-charge-return.md,True,NEXT1870;VAL1870_OVERALL,NEXT1870;VAL1870_OVERALL,True,anti-loop source validation for importing the existing Q_R/Z_R/M_R2 chain into the 2169 frontier
2026-06-21T00:15:40.594420+00:00,MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,2170,False,False,1870_validation,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_BRR545_1870_VALIDATION.csv,True,"VAL1870_OVERALL,PASS","VAL1870_OVERALL,PASS",True,anti-loop source validation for importing the existing Q_R/Z_R/M_R2 chain into the 2169 frontier
2026-06-21T00:15:40.595033+00:00,MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,2170,False,False,1871_doc,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\1871-Y5-R2FR-QR-normalization-convention-lock-or-source-denominator-row.md,True,NEXT1871;VAL1871_OVERALL,NEXT1871;VAL1871_OVERALL,True,anti-loop source validation for importing the existing Q_R/Z_R/M_R2 chain into the 2169 frontier
2026-06-21T00:15:40.595582+00:00,MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,2170,False,False,1871_validation,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_BRR545_1871_VALIDATION.csv,True,"VAL1871_OVERALL,PASS","VAL1871_OVERALL,PASS",True,anti-loop source validation for importing the existing Q_R/Z_R/M_R2 chain into the 2169 frontier
2026-06-21T00:15:40.596044+00:00,MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,2170,False,False,1872_doc,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\1872-Y5-R2FR-CR-zero-theorem-or-absolute-tail-bound-row.md,True,NEXT1872;VAL1872_OVERALL,NEXT1872;VAL1872_OVERALL,True,anti-loop source validation for importing the existing Q_R/Z_R/M_R2 chain into the 2169 frontier
2026-06-21T00:15:40.596573+00:00,MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,2170,False,False,1872_validation,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_BRR545_1872_VALIDATION.csv,True,"VAL1872_OVERALL,PASS","VAL1872_OVERALL,PASS",True,anti-loop source validation for importing the existing Q_R/Z_R/M_R2 chain into the 2169 frontier
2026-06-21T00:15:40.597370+00:00,MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,2170,False,False,1873_doc,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\1873-Y5-R2FR-boundary-silence-parent-contract-for-CR-zero-or-residual-closure.md,True,NEXT1873;VAL1873_OVERALL,NEXT1873;VAL1873_OVERALL,True,anti-loop source validation for importing the existing Q_R/Z_R/M_R2 chain into the 2169 frontier
2026-06-21T00:15:40.598130+00:00,MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,2170,False,False,1873_validation,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_BRR545_1873_VALIDATION.csv,True,"VAL1873_OVERALL,PASS","VAL1873_OVERALL,PASS",True,anti-loop source validation for importing the existing Q_R/Z_R/M_R2 chain into the 2169 frontier
2026-06-21T00:15:40.598803+00:00,MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,2170,False,False,1874_doc,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\1874-Y5-R2FR-parent-domain-verticality-for-RAB-or-explicit-residual-field.md,True,NEXT1874;VAL1874_OVERALL,NEXT1874;VAL1874_OVERALL,True,anti-loop source validation for importing the existing Q_R/Z_R/M_R2 chain into the 2169 frontier
2026-06-21T00:15:40.599443+00:00,MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,2170,False,False,1874_validation,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_BRR545_1874_VALIDATION.csv,True,"VAL1874_OVERALL,PASS","VAL1874_OVERALL,PASS",True,anti-loop source validation for importing the existing Q_R/Z_R/M_R2 chain into the 2169 frontier
2026-06-21T00:15:40.599914+00:00,MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,2170,False,False,1875_doc,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\1875-Y5-R2FR-RAB-residual-operator-source-vector-and-test-routing.md,True,NEXT1875;VAL1875_OVERALL,NEXT1875;VAL1875_OVERALL,True,anti-loop source validation for importing the existing Q_R/Z_R/M_R2 chain into the 2169 frontier
2026-06-21T00:15:40.600357+00:00,MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,2170,False,False,1875_validation,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_BRR545_1875_VALIDATION.csv,True,"VAL1875_OVERALL,PASS","VAL1875_OVERALL,PASS",True,anti-loop source validation for importing the existing Q_R/Z_R/M_R2 chain into the 2169 frontier
2026-06-21T00:15:40.600853+00:00,MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,2170,False,False,1876_doc,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\1876-Y5-R2FR-RAB-residual-vector-blocking-runner-dryrun.md,True,NEXT1876;VAL1876_OVERALL,NEXT1876;VAL1876_OVERALL,True,anti-loop source validation for importing the existing Q_R/Z_R/M_R2 chain into the 2169 frontier
2026-06-21T00:15:40.601350+00:00,MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,2170,False,False,1876_validation,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_BRR545_1876_VALIDATION.csv,True,"VAL1876_OVERALL,PASS","VAL1876_OVERALL,PASS",True,anti-loop source validation for importing the existing Q_R/Z_R/M_R2 chain into the 2169 frontier
2026-06-21T00:15:40.601874+00:00,MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,2170,False,False,1877_doc,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\1877-Y5-R2FR-qshape-or-lambdaR-parent-origin-source-hunt.md,True,NEXT1877;VAL1877_OVERALL,NEXT1877;VAL1877_OVERALL,True,anti-loop source validation for importing the existing Q_R/Z_R/M_R2 chain into the 2169 frontier
2026-06-21T00:15:40.602353+00:00,MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,2170,False,False,1877_validation,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_BRR545_1877_VALIDATION.csv,True,"VAL1877_OVERALL,PASS","VAL1877_OVERALL,PASS",True,anti-loop source validation for importing the existing Q_R/Z_R/M_R2 chain into the 2169 frontier
2026-06-21T00:15:40.602812+00:00,MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,2170,False,False,1878_doc,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\1878-Y5-R2FR-qshape-readout-functor-kernel-or-parent-category-principle.md,True,NEXT1878;VAL1878_OVERALL,NEXT1878;VAL1878_OVERALL,True,anti-loop source validation for importing the existing Q_R/Z_R/M_R2 chain into the 2169 frontier
2026-06-21T00:15:40.603288+00:00,MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,2170,False,False,1878_validation,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_BRR545_1878_VALIDATION.csv,True,"VAL1878_OVERALL,PASS","VAL1878_OVERALL,PASS",True,anti-loop source validation for importing the existing Q_R/Z_R/M_R2 chain into the 2169 frontier
2026-06-21T00:15:40.603830+00:00,MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,2170,False,False,1879_doc,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\1879-Y5-R2FR-parent-coframe-ownership-or-common-frame-leak-bound.md,True,NEXT1879;VAL1879_OVERALL,NEXT1879;VAL1879_OVERALL,True,anti-loop source validation for importing the existing Q_R/Z_R/M_R2 chain into the 2169 frontier
2026-06-21T00:15:40.604576+00:00,MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,2170,False,False,1879_validation,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_BRR545_1879_VALIDATION.csv,True,"VAL1879_OVERALL,PASS","VAL1879_OVERALL,PASS",True,anti-loop source validation for importing the existing Q_R/Z_R/M_R2 chain into the 2169 frontier
2026-06-21T00:15:40.605321+00:00,MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,2170,False,False,1880_doc,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\1880-Y5-R2FR-terminal-public-coframe-no-shadow-frame-or-bg-bound-projection.md,True,NEXT1880;VAL1880_OVERALL,NEXT1880;VAL1880_OVERALL,True,anti-loop source validation for importing the existing Q_R/Z_R/M_R2 chain into the 2169 frontier
2026-06-21T00:15:40.606016+00:00,MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,2170,False,False,1880_validation,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_BRR545_1880_VALIDATION.csv,True,"VAL1880_OVERALL,PASS","VAL1880_OVERALL,PASS",True,anti-loop source validation for importing the existing Q_R/Z_R/M_R2 chain into the 2169 frontier
2026-06-21T00:15:40.606598+00:00,MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,2170,False,False,1881_doc,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\1881-Y5-R2FR-first-common-frame-response-kernel-or-parent-action-clause.md,True,NEXT1881;VAL1881_OVERALL,NEXT1881;VAL1881_OVERALL,True,anti-loop source validation for importing the existing Q_R/Z_R/M_R2 chain into the 2169 frontier
2026-06-21T00:15:40.607057+00:00,MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,2170,False,False,1881_validation,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_BRR545_1881_VALIDATION.csv,True,"VAL1881_OVERALL,PASS","VAL1881_OVERALL,PASS",True,anti-loop source validation for importing the existing Q_R/Z_R/M_R2 chain into the 2169 frontier
2026-06-21T00:15:40.607657+00:00,MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,2170,False,False,1882_doc,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\1882-Y5-R2FR-sigmaR-profile-coefficient-from-CR-source-normalization-or-no-shadow-action-contract.md,True,NEXT1882;VAL1882_OVERALL,NEXT1882;VAL1882_OVERALL,True,anti-loop source validation for importing the existing Q_R/Z_R/M_R2 chain into the 2169 frontier
2026-06-21T00:15:40.608203+00:00,MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,2170,False,False,1882_validation,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_BRR545_1882_VALIDATION.csv,True,"VAL1882_OVERALL,PASS","VAL1882_OVERALL,PASS",True,anti-loop source validation for importing the existing Q_R/Z_R/M_R2 chain into the 2169 frontier
2026-06-21T00:15:40.608782+00:00,MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,2170,False,False,1883_doc,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\1883-Y5-R2FR-reciprocal-lock-delta-p-zero-or-full-PPN-residual-vector.md,True,NEXT1883;VAL1883_OVERALL,NEXT1883;VAL1883_OVERALL,True,anti-loop source validation for importing the existing Q_R/Z_R/M_R2 chain into the 2169 frontier
2026-06-21T00:15:40.609267+00:00,MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,2170,False,False,1883_validation,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_BRR545_1883_VALIDATION.csv,True,"VAL1883_OVERALL,PASS","VAL1883_OVERALL,PASS",True,anti-loop source validation for importing the existing Q_R/Z_R/M_R2 chain into the 2169 frontier
2026-06-21T00:15:40.609817+00:00,MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,2170,False,False,1884_doc,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\1884-Y5-R2FR-no-boundary-charge-source-descent-or-delta-p-input-contract.md,True,NEXT1884;VAL1884_OVERALL,NEXT1884;VAL1884_OVERALL,True,anti-loop source validation for importing the existing Q_R/Z_R/M_R2 chain into the 2169 frontier
2026-06-21T00:15:40.610321+00:00,MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,2170,False,False,1884_validation,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_BRR545_1884_VALIDATION.csv,True,"VAL1884_OVERALL,PASS","VAL1884_OVERALL,PASS",True,anti-loop source validation for importing the existing Q_R/Z_R/M_R2 chain into the 2169 frontier
2026-06-21T00:15:40.610910+00:00,MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,2170,False,False,1885_doc,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\1885-Y5-R2FR-beta-second-order-source-coupling-gate-or-parent-zero-row.md,True,NEXT1885;VAL1885_OVERALL,NEXT1885;VAL1885_OVERALL,True,anti-loop source validation for importing the existing Q_R/Z_R/M_R2 chain into the 2169 frontier
2026-06-21T00:15:40.611834+00:00,MTS_R10_WEP_RAB_FINITE_SOURCE_BRANCH_1428,2170,False,False,1885_validation,D:\Users\ollet\Desktop\Turn an intuitive research programme into a formal field-theoretic framework\Motion-TimeSpace--main\post-checkpoint-work\source-intake\mts_residuals\P8_Y5_BRR545_1885_VALIDATION.csv,True,"VAL1885_OVERALL,PASS","VAL1885_OVERALL,PASS",True,anti-loop source validation for importing the existing Q_R/Z_R/M_R2 chain into the 2169 frontier
